cv19_activos,cv19_curados,cv19_fallecidos,cv19_total_casos,fecha_datos,isla,municipio,poblacion
6.0,52.0,,38.0,01/07/2021,LA GOMERA,San Sebastián de La Gomera,9093
9.0,83.0,1.0,86.0,01/07/2021,TENERIFE,El Rosario,17370
1.0,19.0,,18.0,01/07/2021,LA PALMA,Villa de Mazo,4843
,2.0,,2.0,01/07/2021,GRAN CANARIA,Tejeda,1909
1.0,12.0,,12.0,01/07/2021,LANZAROTE,Tinajo,6279
15.0,59.0,,64.0,01/07/2021,TENERIFE,San Miguel de Abona,20886
13.0,234.0,4.0,230.0,01/07/2021,GRAN CANARIA,San Bartolomé de Tirajana,53443
24.0,202.0,1.0,195.0,01/07/2021,TENERIFE,Puerto de La Cruz,30468
,4.0,,4.0,01/07/2021,GRAN CANARIA,Artenara,1069
18.0,125.0,,131.0,01/07/2021,TENERIFE,Tacoronte,24134
12.0,262.0,1.0,267.0,01/07/2021,GRAN CANARIA,Telde,102647
,6.0,,6.0,01/07/2021,LA PALMA,San Andrés y Sauces,4141
,6.0,,5.0,01/07/2021,GRAN CANARIA,Valsequillo,9340
18.0,378.0,1.0,384.0,01/07/2021,FUERTEVENTURA,La Oliva,26580
,9.0,,8.0,01/07/2021,EL HIERRO,Frontera,4093
,5.0,,5.0,01/07/2021,GRAN CANARIA,Moya,7696
4.0,58.0,1.0,58.0,01/07/2021,TENERIFE,La Victoria de Acentejo,9185
5.0,22.0,,24.0,01/07/2021,TENERIFE,La Guancha,5520
,12.0,,10.0,01/07/2021,TENERIFE,Los Silos,4693
3.0,12.0,,14.0,01/07/2021,GRAN CANARIA,Firgas,7455
4.0,44.0,,38.0,01/07/2021,TENERIFE,Santa Úrsula,14679
,,,,01/07/2021,LA PALMA,Puntagorda,2110
,10.0,,2.0,01/07/2021,LA PALMA,Barlovento,1876
,6.0,,6.0,01/07/2021,LA GOMERA,Vallehermoso,2901
,3.0,,,01/07/2021,LA PALMA,Fuencaliente,1722
1.0,5.0,,6.0,01/07/2021,LA PALMA,Puntallana,2506
,7.0,,7.0,01/07/2021,GRAN CANARIA,Valleseco,3749
5.0,11.0,,16.0,01/07/2021,TENERIFE,Vilaflor,1667
,,,,01/07/2021,FUERTEVENTURA,Betancuria,758
,4.0,,4.0,01/07/2021,LA PALMA,Garafía,1667
,1.0,,1.0,01/07/2021,LA GOMERA,Hermigua,1832
,44.0,,41.0,01/07/2021,LA PALMA,Tazacorte,4575
,,,,01/07/2021,LA GOMERA,Agulo,1096
,6.0,,6.0,03/07/2021,TENERIFE,Garachico,4871
65.0,3899.0,39.0,3914.0,03/07/2021,LANZAROTE,Arrecife,62988
25.0,217.0,2.0,223.0,03/07/2021,TENERIFE,La Orotava,42029
7.0,27.0,1.0,30.0,03/07/2021,TENERIFE,La Matanza de Acentejo,9061
6.0,25.0,1.0,30.0,03/07/2021,TENERIFE,Santiago del Teide,11111
1.0,18.0,,19.0,03/07/2021,TENERIFE,San juan de La Rambla,4828
2.0,110.0,1.0,108.0,03/07/2021,LANZAROTE,Tías,20170
1.0,22.0,,14.0,03/07/2021,TENERIFE,Arico,7988
,3.0,,3.0,03/07/2021,LA GOMERA,Valle Gran Rey,4564
2.0,62.0,,58.0,03/07/2021,GRAN CANARIA,Mogán,20072
,13.0,,13.0,03/07/2021,GRAN CANARIA,Vega de San Mateo,7556
,4.0,,4.0,03/07/2021,FUERTEVENTURA,Antigua,12461
18.0,237.0,,229.0,03/07/2021,TENERIFE,Los Realejos,36402
,35.0,,35.0,03/07/2021,LANZAROTE,San Bartolomé,18816
,4.0,,4.0,03/07/2021,LA PALMA,Tijarafe,2532
15.0,96.0,2.0,104.0,03/07/2021,TENERIFE,Icod de Los Vinos,23254
1.0,49.0,,46.0,03/07/2021,LANZAROTE,Yaiza,16571
,101.0,1.0,92.0,03/07/2021,LA PALMA,Los Llanos de Aridane,20467
4.0,102.0,,103.0,03/07/2021,GRAN CANARIA,Ingenio,31321
565.0,,127.0,11660.0,03/07/2021,GRAN CANARIA,Las Palmas de Gran Canaria,379925
,8.0,1.0,9.0,03/07/2021,LA GOMERA,Alajeró,2017
1.0,31.0,,31.0,03/07/2021,LA PALMA,Santa Cruz de La Palma,15716
,12.0,,11.0,03/07/2021,LA PALMA,Breña Baja,5690
1.0,14.0,,15.0,03/07/2021,GRAN CANARIA,Agaete,5586
4.0,63.0,1.0,64.0,03/07/2021,GRAN CANARIA,Agüimes,31619
5.0,59.0,,58.0,03/07/2021,TENERIFE,El Sauzal,8934
,10.0,,10.0,03/07/2021,LANZAROTE,Haría,5123
2.0,3.0,,4.0,03/07/2021,EL HIERRO,El Pinar,1870
,13.0,,12.0,03/07/2021,TENERIFE,El Tanque,2763
2.0,74.0,,73.0,03/07/2021,GRAN CANARIA,Arucas,38138
10.0,286.0,3.0,290.0,03/07/2021,EL HIERRO,Valverde,5005
62.0,119.0,,181.0,03/07/2021,FUERTEVENTURA,Tuineje,15241
4.0,13.0,,14.0,03/07/2021,TENERIFE,Fasnia,2786
5.0,34.0,,36.0,03/07/2021,TENERIFE,Tegueste,11294
144.0,471.0,,563.0,03/07/2021,TENERIFE,Adeje,47869
,35.0,1.0,35.0,03/07/2021,GRAN CANARIA,Gáldar,24242
12.0,283.0,2.0,292.0,03/07/2021,GRAN CANARIA,Santa Lucía de Tirajana,73328
19.0,79.0,1.0,80.0,03/07/2021,TENERIFE,Güímar,20190
626.0,3423.0,73.0,3535.0,03/07/2021,TENERIFE,La Laguna,157503
2.0,66.0,,50.0,03/07/2021,LA PALMA,Breña Alta,7204
4.0,12.0,,16.0,03/07/2021,TENERIFE,Arafo,5551
,14.0,,14.0,03/07/2021,GRAN CANARIA,La Aldea de San Nicolás,7504
15.0,138.0,1.0,143.0,03/07/2021,TENERIFE,Guía de Isora,21368
1.0,49.0,,48.0,03/07/2021,LANZAROTE,Teguise,22342
3.0,46.0,,47.0,03/07/2021,GRAN CANARIA,Santa Brígida,18263
18.0,95.0,,98.0,03/07/2021,TENERIFE,Candelaria,27985
,22.0,,21.0,03/07/2021,GRAN CANARIA,Teror,12519
15.0,135.0,1.0,142.0,03/07/2021,FUERTEVENTURA,Pájara,21093
156.0,499.0,3.0,553.0,03/07/2021,TENERIFE,Granadilla de Abona,50146
,2.0,,2.0,03/07/2021,TENERIFE,Buenavista del Norte,4778
131.0,506.0,4.0,540.0,03/07/2021,TENERIFE,Arona,81216
123.0,838.0,7.0,946.0,03/07/2021,FUERTEVENTURA,Puerto del Rosario,40753
,14.0,,14.0,03/07/2021,GRAN CANARIA,Santa María de Guía,13850
1.0,15.0,,15.0,03/07/2021,LA PALMA,El Paso,7622
1671.0,7128.0,76.0,8179.0,03/07/2021,TENERIFE,Santa Cruz de Tenerife,207312
3.0,55.0,,38.0,03/07/2021,LA GOMERA,San Sebastián de La Gomera,9093
11.0,83.0,1.0,88.0,03/07/2021,TENERIFE,El Rosario,17370
2.0,19.0,,19.0,03/07/2021,LA PALMA,Villa de Mazo,4843
,2.0,,2.0,03/07/2021,GRAN CANARIA,Tejeda,1909
1.0,12.0,,12.0,03/07/2021,LANZAROTE,Tinajo,6279
20.0,59.0,,69.0,03/07/2021,TENERIFE,San Miguel de Abona,20886
14.0,235.0,4.0,232.0,03/07/2021,GRAN CANARIA,San Bartolomé de Tirajana,53443
28.0,202.0,1.0,199.0,03/07/2021,TENERIFE,Puerto de La Cruz,30468
,4.0,,4.0,03/07/2021,GRAN CANARIA,Artenara,1069
21.0,126.0,,135.0,03/07/2021,TENERIFE,Tacoronte,24134
17.0,262.0,1.0,272.0,03/07/2021,GRAN CANARIA,Telde,102647
,6.0,,6.0,03/07/2021,LA PALMA,San Andrés y Sauces,4141
,6.0,,5.0,03/07/2021,GRAN CANARIA,Valsequillo,9340
24.0,379.0,1.0,391.0,03/07/2021,FUERTEVENTURA,La Oliva,26580
,9.0,,8.0,03/07/2021,EL HIERRO,Frontera,4093
,5.0,,5.0,03/07/2021,GRAN CANARIA,Moya,7696
3.0,59.0,1.0,58.0,03/07/2021,TENERIFE,La Victoria de Acentejo,9185
5.0,22.0,,24.0,03/07/2021,TENERIFE,La Guancha,5520
,12.0,,10.0,03/07/2021,TENERIFE,Los Silos,4693
4.0,12.0,,15.0,03/07/2021,GRAN CANARIA,Firgas,7455
6.0,44.0,,40.0,03/07/2021,TENERIFE,Santa Úrsula,14679
,,,,03/07/2021,LA PALMA,Puntagorda,2110
,10.0,,2.0,03/07/2021,LA PALMA,Barlovento,1876
,6.0,,6.0,03/07/2021,LA GOMERA,Vallehermoso,2901
,3.0,,,03/07/2021,LA PALMA,Fuencaliente,1722
1.0,5.0,,6.0,03/07/2021,LA PALMA,Puntallana,2506
,7.0,,7.0,03/07/2021,GRAN CANARIA,Valleseco,3749
4.0,12.0,,16.0,03/07/2021,TENERIFE,Vilaflor,1667
,,,,03/07/2021,FUERTEVENTURA,Betancuria,758
,4.0,,4.0,03/07/2021,LA PALMA,Garafía,1667
,1.0,,1.0,03/07/2021,LA GOMERA,Hermigua,1832
,44.0,,41.0,03/07/2021,LA PALMA,Tazacorte,4575
,,,,03/07/2021,LA GOMERA,Agulo,1096
,6.0,,6.0,04/07/2021,TENERIFE,Garachico,4871
66.0,3901.0,39.0,3917.0,04/07/2021,LANZAROTE,Arrecife,62988
25.0,217.0,2.0,223.0,04/07/2021,TENERIFE,La Orotava,42029
7.0,27.0,1.0,30.0,04/07/2021,TENERIFE,La Matanza de Acentejo,9061
6.0,25.0,1.0,30.0,04/07/2021,TENERIFE,Santiago del Teide,11111
1.0,18.0,,19.0,04/07/2021,TENERIFE,San juan de La Rambla,4828
3.0,110.0,1.0,109.0,04/07/2021,LANZAROTE,Tías,20170
,23.0,,14.0,04/07/2021,TENERIFE,Arico,7988
,3.0,,3.0,04/07/2021,LA GOMERA,Valle Gran Rey,4564
2.0,62.0,,58.0,04/07/2021,GRAN CANARIA,Mogán,20072
,13.0,,13.0,04/07/2021,GRAN CANARIA,Vega de San Mateo,7556
,4.0,,4.0,04/07/2021,FUERTEVENTURA,Antigua,12461
18.0,237.0,,229.0,04/07/2021,TENERIFE,Los Realejos,36402
,35.0,,35.0,04/07/2021,LANZAROTE,San Bartolomé,18816
,4.0,,4.0,04/07/2021,LA PALMA,Tijarafe,2532
15.0,96.0,2.0,104.0,04/07/2021,TENERIFE,Icod de Los Vinos,23254
1.0,49.0,,46.0,04/07/2021,LANZAROTE,Yaiza,16571
,101.0,1.0,92.0,04/07/2021,LA PALMA,Los Llanos de Aridane,20467
4.0,102.0,,103.0,04/07/2021,GRAN CANARIA,Ingenio,31321
602.0,,127.0,11701.0,04/07/2021,GRAN CANARIA,Las Palmas de Gran Canaria,379925
,8.0,1.0,9.0,04/07/2021,LA GOMERA,Alajeró,2017
1.0,31.0,,31.0,04/07/2021,LA PALMA,Santa Cruz de La Palma,15716
,12.0,,11.0,04/07/2021,LA PALMA,Breña Baja,5690
1.0,14.0,,15.0,04/07/2021,GRAN CANARIA,Agaete,5586
4.0,63.0,1.0,64.0,04/07/2021,GRAN CANARIA,Agüimes,31619
5.0,59.0,,58.0,04/07/2021,TENERIFE,El Sauzal,8934
,10.0,,10.0,04/07/2021,LANZAROTE,Haría,5123
2.0,3.0,,4.0,04/07/2021,EL HIERRO,El Pinar,1870
,13.0,,12.0,04/07/2021,TENERIFE,El Tanque,2763
2.0,74.0,,73.0,04/07/2021,GRAN CANARIA,Arucas,38138
10.0,286.0,3.0,290.0,04/07/2021,EL HIERRO,Valverde,5005
43.0,138.0,,181.0,04/07/2021,FUERTEVENTURA,Tuineje,15241
4.0,13.0,,14.0,04/07/2021,TENERIFE,Fasnia,2786
5.0,34.0,,36.0,04/07/2021,TENERIFE,Tegueste,11294
148.0,472.0,,568.0,04/07/2021,TENERIFE,Adeje,47869
,35.0,1.0,35.0,04/07/2021,GRAN CANARIA,Gáldar,24242
13.0,285.0,2.0,295.0,04/07/2021,GRAN CANARIA,Santa Lucía de Tirajana,73328
18.0,80.0,1.0,80.0,04/07/2021,TENERIFE,Güímar,20190
638.0,3443.0,73.0,3567.0,04/07/2021,TENERIFE,La Laguna,157503
2.0,66.0,,50.0,04/07/2021,LA PALMA,Breña Alta,7204
4.0,12.0,,16.0,04/07/2021,TENERIFE,Arafo,5551
,14.0,,14.0,04/07/2021,GRAN CANARIA,La Aldea de San Nicolás,7504
14.0,139.0,1.0,143.0,04/07/2021,TENERIFE,Guía de Isora,21368
1.0,49.0,,48.0,04/07/2021,LANZAROTE,Teguise,22342
3.0,46.0,,47.0,04/07/2021,GRAN CANARIA,Santa Brígida,18263
20.0,95.0,,100.0,04/07/2021,TENERIFE,Candelaria,27985
2.0,22.0,,23.0,04/07/2021,GRAN CANARIA,Teror,12519
14.0,136.0,1.0,142.0,04/07/2021,FUERTEVENTURA,Pájara,21093
212.0,500.0,3.0,610.0,04/07/2021,TENERIFE,Granadilla de Abona,50146
,2.0,,2.0,04/07/2021,TENERIFE,Buenavista del Norte,4778
133.0,507.0,4.0,543.0,04/07/2021,TENERIFE,Arona,81216
116.0,851.0,7.0,952.0,04/07/2021,FUERTEVENTURA,Puerto del Rosario,40753
,14.0,,14.0,04/07/2021,GRAN CANARIA,Santa María de Guía,13850
1.0,15.0,,15.0,04/07/2021,LA PALMA,El Paso,7622
1766.0,7154.0,76.0,8300.0,04/07/2021,TENERIFE,Santa Cruz de Tenerife,207312
3.0,55.0,,38.0,04/07/2021,LA GOMERA,San Sebastián de La Gomera,9093
12.0,83.0,1.0,89.0,04/07/2021,TENERIFE,El Rosario,17370
2.0,19.0,,19.0,04/07/2021,LA PALMA,Villa de Mazo,4843
,2.0,,2.0,04/07/2021,GRAN CANARIA,Tejeda,1909
1.0,12.0,,12.0,04/07/2021,LANZAROTE,Tinajo,6279
21.0,59.0,,70.0,04/07/2021,TENERIFE,San Miguel de Abona,20886
16.0,235.0,4.0,234.0,04/07/2021,GRAN CANARIA,San Bartolomé de Tirajana,53443
29.0,202.0,1.0,200.0,04/07/2021,TENERIFE,Puerto de La Cruz,30468
,4.0,,4.0,04/07/2021,GRAN CANARIA,Artenara,1069
21.0,126.0,,135.0,04/07/2021,TENERIFE,Tacoronte,24134
17.0,262.0,1.0,272.0,04/07/2021,GRAN CANARIA,Telde,102647
,6.0,,6.0,04/07/2021,LA PALMA,San Andrés y Sauces,4141
,6.0,,5.0,04/07/2021,GRAN CANARIA,Valsequillo,9340
23.0,382.0,1.0,393.0,04/07/2021,FUERTEVENTURA,La Oliva,26580
,9.0,,8.0,04/07/2021,EL HIERRO,Frontera,4093
,5.0,,5.0,04/07/2021,GRAN CANARIA,Moya,7696
3.0,59.0,1.0,58.0,04/07/2021,TENERIFE,La Victoria de Acentejo,9185
5.0,22.0,,24.0,04/07/2021,TENERIFE,La Guancha,5520
,12.0,,10.0,04/07/2021,TENERIFE,Los Silos,4693
4.0,12.0,,15.0,04/07/2021,GRAN CANARIA,Firgas,7455
4.0,46.0,,40.0,04/07/2021,TENERIFE,Santa Úrsula,14679
,,,,04/07/2021,LA PALMA,Puntagorda,2110
,10.0,,2.0,04/07/2021,LA PALMA,Barlovento,1876
,6.0,,6.0,04/07/2021,LA GOMERA,Vallehermoso,2901
,3.0,,,04/07/2021,LA PALMA,Fuencaliente,1722
1.0,5.0,,6.0,04/07/2021,LA PALMA,Puntallana,2506
,7.0,,7.0,04/07/2021,GRAN CANARIA,Valleseco,3749
4.0,12.0,,16.0,04/07/2021,TENERIFE,Vilaflor,1667
,,,,04/07/2021,FUERTEVENTURA,Betancuria,758
,4.0,,4.0,04/07/2021,LA PALMA,Garafía,1667
,1.0,,1.0,04/07/2021,LA GOMERA,Hermigua,1832
,44.0,,41.0,04/07/2021,LA PALMA,Tazacorte,4575
,,,,04/07/2021,LA GOMERA,Agulo,1096
,6.0,,6.0,05/07/2021,TENERIFE,Garachico,4871
59.0,3908.0,39.0,3917.0,05/07/2021,LANZAROTE,Arrecife,62988
25.0,218.0,2.0,224.0,05/07/2021,TENERIFE,La Orotava,42029
7.0,27.0,1.0,30.0,05/07/2021,TENERIFE,La Matanza de Acentejo,9061
5.0,26.0,1.0,30.0,05/07/2021,TENERIFE,Santiago del Teide,11111
1.0,18.0,,19.0,05/07/2021,TENERIFE,San juan de La Rambla,4828
3.0,110.0,1.0,109.0,05/07/2021,LANZAROTE,Tías,20170
,23.0,,14.0,05/07/2021,TENERIFE,Arico,7988
,3.0,,3.0,05/07/2021,LA GOMERA,Valle Gran Rey,4564
2.0,62.0,,58.0,05/07/2021,GRAN CANARIA,Mogán,20072
,13.0,,13.0,05/07/2021,GRAN CANARIA,Vega de San Mateo,7556
,4.0,,4.0,05/07/2021,FUERTEVENTURA,Antigua,12461
16.0,240.0,,230.0,05/07/2021,TENERIFE,Los Realejos,36402
,35.0,,35.0,05/07/2021,LANZAROTE,San Bartolomé,18816
,4.0,,4.0,05/07/2021,LA PALMA,Tijarafe,2532
16.0,96.0,2.0,105.0,05/07/2021,TENERIFE,Icod de Los Vinos,23254
1.0,49.0,,46.0,05/07/2021,LANZAROTE,Yaiza,16571
,101.0,1.0,92.0,05/07/2021,LA PALMA,Los Llanos de Aridane,20467
2.0,104.0,,103.0,05/07/2021,GRAN CANARIA,Ingenio,31321
620.0,,127.0,11772.0,05/07/2021,GRAN CANARIA,Las Palmas de Gran Canaria,379925
,8.0,1.0,9.0,05/07/2021,LA GOMERA,Alajeró,2017
1.0,32.0,,32.0,05/07/2021,LA PALMA,Santa Cruz de La Palma,15716
,12.0,,11.0,05/07/2021,LA PALMA,Breña Baja,5690
1.0,14.0,,15.0,05/07/2021,GRAN CANARIA,Agaete,5586
4.0,63.0,1.0,64.0,05/07/2021,GRAN CANARIA,Agüimes,31619
5.0,59.0,,58.0,05/07/2021,TENERIFE,El Sauzal,8934
,10.0,,10.0,05/07/2021,LANZAROTE,Haría,5123
2.0,3.0,,4.0,05/07/2021,EL HIERRO,El Pinar,1870
,13.0,,12.0,05/07/2021,TENERIFE,El Tanque,2763
2.0,74.0,,73.0,05/07/2021,GRAN CANARIA,Arucas,38138
13.0,286.0,3.0,293.0,05/07/2021,EL HIERRO,Valverde,5005
43.0,138.0,,181.0,05/07/2021,FUERTEVENTURA,Tuineje,15241
4.0,13.0,,14.0,05/07/2021,TENERIFE,Fasnia,2786
5.0,34.0,,36.0,05/07/2021,TENERIFE,Tegueste,11294
159.0,473.0,,580.0,05/07/2021,TENERIFE,Adeje,47869
,35.0,1.0,35.0,05/07/2021,GRAN CANARIA,Gáldar,24242
13.0,286.0,2.0,296.0,05/07/2021,GRAN CANARIA,Santa Lucía de Tirajana,73328
18.0,82.0,1.0,82.0,05/07/2021,TENERIFE,Güímar,20190
661.0,3489.0,73.0,3636.0,05/07/2021,TENERIFE,La Laguna,157503
2.0,66.0,,50.0,05/07/2021,LA PALMA,Breña Alta,7204
4.0,12.0,,16.0,05/07/2021,TENERIFE,Arafo,5551
,14.0,,14.0,05/07/2021,GRAN CANARIA,La Aldea de San Nicolás,7504
15.0,139.0,1.0,144.0,05/07/2021,TENERIFE,Guía de Isora,21368
1.0,49.0,,48.0,05/07/2021,LANZAROTE,Teguise,22342
3.0,46.0,,47.0,05/07/2021,GRAN CANARIA,Santa Brígida,18263
19.0,97.0,,101.0,05/07/2021,TENERIFE,Candelaria,27985
2.0,22.0,,23.0,05/07/2021,GRAN CANARIA,Teror,12519
16.0,136.0,1.0,144.0,05/07/2021,FUERTEVENTURA,Pájara,21093
257.0,510.0,4.0,666.0,05/07/2021,TENERIFE,Granadilla de Abona,50146
,2.0,,2.0,05/07/2021,TENERIFE,Buenavista del Norte,4778
141.0,511.0,5.0,556.0,05/07/2021,TENERIFE,Arona,81216
121.0,852.0,7.0,958.0,05/07/2021,FUERTEVENTURA,Puerto del Rosario,40753
,14.0,,14.0,05/07/2021,GRAN CANARIA,Santa María de Guía,13850
1.0,15.0,,15.0,05/07/2021,LA PALMA,El Paso,7622
1742.0,7273.0,76.0,8395.0,05/07/2021,TENERIFE,Santa Cruz de Tenerife,207312
3.0,55.0,,38.0,05/07/2021,LA GOMERA,San Sebastián de La Gomera,9093
12.0,83.0,1.0,89.0,05/07/2021,TENERIFE,El Rosario,17370
2.0,19.0,,19.0,05/07/2021,LA PALMA,Villa de Mazo,4843
,2.0,,2.0,05/07/2021,GRAN CANARIA,Tejeda,1909
,13.0,,12.0,05/07/2021,LANZAROTE,Tinajo,6279
20.0,60.0,,70.0,05/07/2021,TENERIFE,San Miguel de Abona,20886
16.0,236.0,4.0,235.0,05/07/2021,GRAN CANARIA,San Bartolomé de Tirajana,53443
26.0,207.0,1.0,202.0,05/07/2021,TENERIFE,Puerto de La Cruz,30468
,4.0,,4.0,05/07/2021,GRAN CANARIA,Artenara,1069
22.0,126.0,,136.0,05/07/2021,TENERIFE,Tacoronte,24134
20.0,263.0,1.0,276.0,05/07/2021,GRAN CANARIA,Telde,102647
,6.0,,6.0,05/07/2021,LA PALMA,San Andrés y Sauces,4141
,6.0,,5.0,05/07/2021,GRAN CANARIA,Valsequillo,9340
24.0,382.0,1.0,394.0,05/07/2021,FUERTEVENTURA,La Oliva,26580
,9.0,,8.0,05/07/2021,EL HIERRO,Frontera,4093
,5.0,,5.0,05/07/2021,GRAN CANARIA,Moya,7696
3.0,59.0,1.0,58.0,05/07/2021,TENERIFE,La Victoria de Acentejo,9185
5.0,22.0,,24.0,05/07/2021,TENERIFE,La Guancha,5520
,12.0,,10.0,05/07/2021,TENERIFE,Los Silos,4693
3.0,13.0,,15.0,05/07/2021,GRAN CANARIA,Firgas,7455
4.0,46.0,,40.0,05/07/2021,TENERIFE,Santa Úrsula,14679
,,,,05/07/2021,LA PALMA,Puntagorda,2110
,10.0,,2.0,05/07/2021,LA PALMA,Barlovento,1876
,6.0,,6.0,05/07/2021,LA GOMERA,Vallehermoso,2901
,3.0,,,05/07/2021,LA PALMA,Fuencaliente,1722
1.0,5.0,,6.0,05/07/2021,LA PALMA,Puntallana,2506
,7.0,,7.0,05/07/2021,GRAN CANARIA,Valleseco,3749
3.0,13.0,,16.0,05/07/2021,TENERIFE,Vilaflor,1667
,,,,05/07/2021,FUERTEVENTURA,Betancuria,758
,4.0,,4.0,05/07/2021,LA PALMA,Garafía,1667
,1.0,,1.0,05/07/2021,LA GOMERA,Hermigua,1832
,44.0,,41.0,05/07/2021,LA PALMA,Tazacorte,4575
,,,,05/07/2021,LA GOMERA,Agulo,1096
,6.0,,6.0,06/07/2021,TENERIFE,Garachico,4871
65.0,3911.0,39.0,3926.0,06/07/2021,LANZAROTE,Arrecife,62988
26.0,219.0,2.0,226.0,06/07/2021,TENERIFE,La Orotava,42029
7.0,27.0,1.0,30.0,06/07/2021,TENERIFE,La Matanza de Acentejo,9061
4.0,27.0,1.0,30.0,06/07/2021,TENERIFE,Santiago del Teide,11111
1.0,18.0,,19.0,06/07/2021,TENERIFE,San juan de La Rambla,4828
4.0,110.0,1.0,110.0,06/07/2021,LANZAROTE,Tías,20170
,23.0,,14.0,06/07/2021,TENERIFE,Arico,7988
,3.0,,3.0,06/07/2021,LA GOMERA,Valle Gran Rey,4564
2.0,62.0,,58.0,06/07/2021,GRAN CANARIA,Mogán,20072
,13.0,,13.0,06/07/2021,GRAN CANARIA,Vega de San Mateo,7556
,4.0,,4.0,06/07/2021,FUERTEVENTURA,Antigua,12461
18.0,242.0,,234.0,06/07/2021,TENERIFE,Los Realejos,36402
,35.0,,35.0,06/07/2021,LANZAROTE,San Bartolomé,18816
,4.0,,4.0,06/07/2021,LA PALMA,Tijarafe,2532
13.0,99.0,2.0,105.0,06/07/2021,TENERIFE,Icod de Los Vinos,23254
1.0,49.0,,46.0,06/07/2021,LANZAROTE,Yaiza,16571
,101.0,1.0,92.0,06/07/2021,LA PALMA,Los Llanos de Aridane,20467
2.0,104.0,,103.0,06/07/2021,GRAN CANARIA,Ingenio,31321
648.0,,127.0,11850.0,06/07/2021,GRAN CANARIA,Las Palmas de Gran Canaria,379925
,8.0,1.0,9.0,06/07/2021,LA GOMERA,Alajeró,2017
1.0,32.0,,32.0,06/07/2021,LA PALMA,Santa Cruz de La Palma,15716
,12.0,,11.0,06/07/2021,LA PALMA,Breña Baja,5690
1.0,14.0,,15.0,06/07/2021,GRAN CANARIA,Agaete,5586
5.0,63.0,1.0,65.0,06/07/2021,GRAN CANARIA,Agüimes,31619
5.0,60.0,,59.0,06/07/2021,TENERIFE,El Sauzal,8934
,10.0,,10.0,06/07/2021,LANZAROTE,Haría,5123
2.0,3.0,,4.0,06/07/2021,EL HIERRO,El Pinar,1870
,13.0,,12.0,06/07/2021,TENERIFE,El Tanque,2763
2.0,74.0,,73.0,06/07/2021,GRAN CANARIA,Arucas,38138
14.0,286.0,3.0,294.0,06/07/2021,EL HIERRO,Valverde,5005
43.0,138.0,,181.0,06/07/2021,FUERTEVENTURA,Tuineje,15241
4.0,13.0,,14.0,06/07/2021,TENERIFE,Fasnia,2786
4.0,35.0,,36.0,06/07/2021,TENERIFE,Tegueste,11294
158.0,483.0,,589.0,06/07/2021,TENERIFE,Adeje,47869
,35.0,1.0,35.0,06/07/2021,GRAN CANARIA,Gáldar,24242
15.0,286.0,2.0,298.0,06/07/2021,GRAN CANARIA,Santa Lucía de Tirajana,73328
21.0,82.0,1.0,85.0,06/07/2021,TENERIFE,Güímar,20190
655.0,3541.0,73.0,3682.0,06/07/2021,TENERIFE,La Laguna,157503
1.0,66.0,,49.0,06/07/2021,LA PALMA,Breña Alta,7204
4.0,12.0,,16.0,06/07/2021,TENERIFE,Arafo,5551
,14.0,,14.0,06/07/2021,GRAN CANARIA,La Aldea de San Nicolás,7504
15.0,141.0,1.0,146.0,06/07/2021,TENERIFE,Guía de Isora,21368
1.0,49.0,,48.0,06/07/2021,LANZAROTE,Teguise,22342
4.0,46.0,,48.0,06/07/2021,GRAN CANARIA,Santa Brígida,18263
20.0,97.0,,102.0,06/07/2021,TENERIFE,Candelaria,27985
2.0,22.0,,23.0,06/07/2021,GRAN CANARIA,Teror,12519
17.0,136.0,1.0,145.0,06/07/2021,FUERTEVENTURA,Pájara,21093
259.0,523.0,4.0,681.0,06/07/2021,TENERIFE,Granadilla de Abona,50146
,2.0,,2.0,06/07/2021,TENERIFE,Buenavista del Norte,4778
154.0,517.0,5.0,575.0,06/07/2021,TENERIFE,Arona,81216
135.0,852.0,7.0,972.0,06/07/2021,FUERTEVENTURA,Puerto del Rosario,40753
,14.0,,14.0,06/07/2021,GRAN CANARIA,Santa María de Guía,13850
1.0,15.0,,15.0,06/07/2021,LA PALMA,El Paso,7622
1692.0,7419.0,76.0,8491.0,06/07/2021,TENERIFE,Santa Cruz de Tenerife,207312
3.0,55.0,,38.0,06/07/2021,LA GOMERA,San Sebastián de La Gomera,9093
11.0,85.0,1.0,90.0,06/07/2021,TENERIFE,El Rosario,17370
2.0,20.0,,20.0,06/07/2021,LA PALMA,Villa de Mazo,4843
,2.0,,2.0,06/07/2021,GRAN CANARIA,Tejeda,1909
,13.0,,12.0,06/07/2021,LANZAROTE,Tinajo,6279
19.0,61.0,,70.0,06/07/2021,TENERIFE,San Miguel de Abona,20886
21.0,236.0,4.0,240.0,06/07/2021,GRAN CANARIA,San Bartolomé de Tirajana,53443
26.0,209.0,1.0,204.0,06/07/2021,TENERIFE,Puerto de La Cruz,30468
,4.0,,4.0,06/07/2021,GRAN CANARIA,Artenara,1069
23.0,128.0,,139.0,06/07/2021,TENERIFE,Tacoronte,24134
20.0,264.0,1.0,277.0,06/07/2021,GRAN CANARIA,Telde,102647
,6.0,,6.0,06/07/2021,LA PALMA,San Andrés y Sauces,4141
,6.0,,5.0,06/07/2021,GRAN CANARIA,Valsequillo,9340
